Location,Message,Name,City,Country
"Melbourne, Australia",Good day friends. I want to talk to you in person. We have met before through ESP. It is time for all life-forms to come together. Chicken Nuggets 4eva,Lauren Jayne,Melbourne, Australia
"Mt Waverley, VIC, Australia","Hi I am Olivia, I am 6, come visit me at my school on earth at 37°52'53.13""S 145° 7'24.48""E. Do you like ice cream?",Olivia,"Mt Waverley, VIC", Australia
"Johannesburg, Australia",Each dot in the universe holds secrets untold. Earth is just one dot trying to share them.,Kathryn,Johannesburg, Australia
"Alkmaar, Netherlands","Earth is not a happu place, it is filled with war, destruction, greed and religion. Take this message as a warning and avoid it at all costs. Peace.",Lex,Alkmaar, Netherlands
"Budapest, Hungary",I want my dear horse back!,Adam S.,Budapest, Hungary
"Lalor, Australia","Hi,

I'm a Homo sapien from the 3rd planet from an average star, with eight planets.

If you visit, our fossils should be the ones on top.

Cheers
Anton",Anton Kole,Lalor, Australia
"Newcastle, Australia","Hello from Newcastle, NSW, Australia, on the planet we call Earth.

I hope that the human race and your species can co-exist in harmony.",James Long,Newcastle, Australia
"Cosford, United Kingdom","Hello New Planet, all your bases are belong to us.",Ben Joynes,Cosford, United Kingdom
"Melbourne, Australia",I hope you can enjoy a dessert we call chocolate one day.,Anthony,Melbourne, Australia
"mandurah, Australia","hello, i am from planet earth and i would like to talk to someone from another planet oh yeah i have been around the sun 10 times and each time is 365 days.",Jess,mandurah, Australia
"Melbourne, Australia","Dear Aliens
Do you have irony in your culture? I hope so. Otherwise you might think we are all morons.",Sean,Melbourne, Australia
"Scotland, United Kingdom","Hi guise, so whats the food like in space? zok let",Zoklet. net,Scotland, United Kingdom
"Sushine West Melbourne, Australia","Hello there
it would be interesting to know how life is up there, come visit us on earth and tell us about your planet, cheers",Stacey,Sushine West Melbourne, Australia
"wilagee, Australia",finally you can come and get me and take me home. they found out im one of you. please send ship to collect me!!!!!!,phil,wilagee, Australia
"saffron walden, Australia","hello possible creatures of space,
if you invade earth please don't come to my house first, i need time to prepare.",nathan doe,saffron walden, Australia
"Johore Bahru, Malaysia","Hello there, how is your live there? Hope your can hear what we say same as us!!!",wilson,Johore Bahru, Malaysia
"sydney, Australia",Hey universe - Airport Party next saturday. fun.,Lyndal,sydney, Australia
"Canberra, Australia","Hellooooo!Helloooo!Hellooo!...anybody out there? I hope, else it will be a waste of so much space. :)",RaVs,Canberra, Australia
"Melbourne, Australia",All life shares the same purpose - to push back the void and reach out to other life. We greet you in friendship and look forward to a shared future.,Simon,Melbourne, Australia
"melbourne, Australia","As you can tell from my peers' messages, we don't take things too seriously in Australia but we're a friendly bunch.  Feel free to stop by for beer sometime.",adam,melbourne, Australia
"Perth, Australia","I'll probably never hear whether you guys get this message, but reply purely for the sake of it. With much awe and respect,
The Human Race :)",Nicholas,Perth, Australia
"Sydney, Australia","If you didn't screw up your planet like Earth, visit us in 20 years and have a few drinks :).
Hmm.. I wonder if you can speak English... xD",Beeno,Sydney, Australia
"ALbury, Australia",this is awesome! i hope you life is cool and omg you could have like really cool pets and stuff over there.... aliens! i want to be one! hope all is well!,Sophie,ALbury, Australia
"Highley, Bridgnorth, United Kingdom","Hurry up, your dinner's getting all cold and eaten. Miss you like a fat kid misses his feet.",Alex Moffat,"Highley, Bridgnorth", United Kingdom
"Sydney, Australia",lol asl? holla back.,kelefe,Sydney, Australia
"Beirut, Australia","Hello dear Gliese 581d, hope to hear from you and learn from you soon. Stay natural and don't pollute or abuse your planet like we did to our planet Earth!",Fadi Tohme,Beirut, Australia
"Melbourne, Australia","... . .... . ..... .........

Greetings from Earth. We are coming.",Christopher Pendlebury,Melbourne, Australia
"catania, Italy","HELLO, FROM FAUSTO IS AS IT SHOULD BE?",FAUSTO SCHILIRO,catania, Italy
"Melbourne, Australia","Hi,we would love to hear from you one day and share our knowledge and experience of life to create a better future for our planet and yours.",Sylvie,Melbourne, Australia
"South Bend, United States","Please stop abducting us. Thank you, Earth.",Tristan,South Bend, United States
"Detroit, Australia",Please tell these underdeveloped humans around me to quit being so ignorant and intolerant.,Amarso,Detroit, Australia
"Rome, Australia",|| + || = ||||,Manuel,Rome, Australia
"Canberra, Australia",hello god if you are out there please tell me thank you :),James Macek,Canberra, Australia
"North Bay, Canada","If you're coming to Earth, visit Canada. We're really friendly and welcoming. The beer is on us! Everything's better after a beer, even interstellar travel.",Adam Weichel,North Bay, Canada
"Wollongong, Australia","Hello, our understanding of the universe is very limited and comlex. Could you tell us more about the information you know?",Nik,Wollongong, Australia
"Perth, Australia",Earth beings are interested in peaceful relationships with other beings. Lets have an interplanetary party could within the next 75 years. Meet half way?,Clint,Perth, Australia
"sydney, Australia","Hello, when you come to Earth, please bring your time machine so I can go back to 30/6/09 and play these lotto numbers 12 3 38 21 23 29 40. Thanks",vernon,sydney, Australia
"Canberra, Australia","Hi, I hope we'll find out more about each other. Have you come across the black hole containing my socks and bobby pins?",Karina,Canberra, Australia
"Taoyuan, Australia",I hope we can make friends with you in the near future,Emily Chuang,Taoyuan, Australia
"Sydney, Australia",Just wondering what it looks like over there! Send us a postcard when you get this!,Patrick,Sydney, Australia
"Melbourne, Australia",I wish one day our paths will meet. We can share our information. Grow together,Reine Verran,Melbourne, Australia
"Mitcham, VIC, Australia","01001000010001010100110001001100010011110010000001100110011100100110111101101101001000000100010101000001010100100101010001001000
HELLO from EARTH",Tosh,"Mitcham, VIC", Australia
"Chama, Australia","Please Mr. Alien (Or mrs. Alien if you are female) please do not kill my world, we are a simple world of pure intentions, even if we don't think before we act.",Reynolds Smith,Chama, Australia
"Verona, Australia","ciao friends!!we say hello from Verona, Italy, the city of love!! ; )) hope that you receive our messages from earth!! Flavia & Co.",Flavia Pagani,Verona, Australia
"Melbourne, Australia","Hi, hope this message gets through, otherwise the transmitter must be broken. Oh noes....",Brandon He,Melbourne, Australia
"Melbourne, Australia","Dear aliens. Please make sure you are using a Macintosh so that we can upload a compatible virus to you. With love, the president in his jet fighter.",Mike,Melbourne, Australia
"Melbourne, Australia","IF YOU DO NOT KNOW ENGLISH OR ASCII:
000000000111111111000000000000010000000010000001111100010111010100111001000111000000101000000101000000101000001101100.",Patrick,Melbourne, Australia
"Melbourne, Australia","Hello there, neighbour! We wish only peace and friendship with you. And an understanding of the world around us. Can you help us?",Jodie,Melbourne, Australia
"Ork, Australia",Na-Nu Na-Nu,Mork,Ork, Australia
"Sydney, Australia","Hello from Katie and Jeremy. Hope you're having fun on your planet, come visit us one day!",Katie Law,Sydney, Australia
"Port Hope, Australia",May peace and prosperity benefit both our worlds when we finally meet.,Derek,Port Hope, Australia
"Sydney, Australia","Praise ye the LORD from the heavens praise him in the heights.
 Praise ye him, all his angels. praise ye him, all his hosts.",John Shepanski,Sydney, Australia
"London, Australia","How big are your KitKats!
Until you have perfected the art of eating Tim Tams, we are the superior race:)",Abe Jacob,London, Australia
"Melbourne, Australia","Unless your technology is significantly more advanced than ours, I'll likely be dead by the time your response arrives. Suddenly I can't be bothered writing thi",Steven Vranch,Melbourne, Australia
"Casablanca, Australia","Hi, this is mom. Come eat please.",Idris Sami,Casablanca, Australia
"Darwin, Australia",Please don't believe what you read on the news papers - especially the Murdock press like NT News,emusan,Darwin, Australia
"Sale, Australia",One to beam up!,Brian,Sale, Australia
"Waco, United States",Please do not come to earth. Save yourself time and do not waste helping a truly corrupt people who will find some way to make a dollar or two off of your visit,Bob,Waco, United States
"Carramar, Australia","Are we alone in this galaxy, in this universe? Our unanswered question. Show us a sign of your existence send us a message.",Dean,Carramar, Australia
"Melbourne, Australia",May you be well and happy and free from pain and suffering and may we all find peace.,Jenny,Melbourne, Australia
"Shepparton, Australia","Hey guys,
Sending out invites for my birthday, love if you could come, 23rd Oct, my place, drinks and food supplied. RSVP ASAP.  ghaj tlhIH'egh QaQ yIn ja' DoH",Dan,Shepparton, Australia
"Imperia, Italy",Good morning friends!,aGO!,Imperia, Italy
"Albury, Australia",0123456789 Aa Bb Cc Dd Ee Ff Gg Hh Ii Jj Kk Ll Mm Nn Oo Pp Qq Rr Ss Tt Uu Vv Ww Xx Yy Zz,Sean,Albury, Australia
"Beaconsfiled, Australia","Greating from my place, can you tell me what pi goes to and if you can take the square root of a negative number",Tasman,Beaconsfiled, Australia
"Melbourne, Australia",I will not hear from you until I am at least 24 years old. I wish you peace and an endless supply of nappies in the meantime. xx Hunter,Hunter,Melbourne, Australia
"Sydney, Australia","When you get this, I will be 40. By the time we receive a reply (if we do at all), I will be 60-- if I even live that long. But I still eagerly await that day!",Cassie,Sydney, Australia
"Velletri, Australia","Dear Aliens,I hope you'll come soon on earth!!!! If you'll receive this message please contact us!!! Bye bye from Rome...",Marco,Velletri, Australia
"Sydney, Australia",Greetings from Earth! What's the view like from out there? Please feel free to drop by anytime for tea and biscuits =),Siyang,Sydney, Australia
"Sydney, Australia",. .- .. .-- .-. ..- ... .--- .--. .-.- .-.. ..-- ..-. ...- .... .---- .---. .--.- .--.. .-.-- .-.-. .-..- .-... ..--- ..--. ..-.- abcdefghijklmnopqrstuvwxyz,Scotty,Sydney, Australia
"Novara, Italy","I think you'll not be able to decode our messages, but I also think that even an unknown stream of information may prove you our existence, so here it is. Bye.",Gianluca,Novara, Italy
